rating,date,content
5,2023.05.02,This movie is absolutly masterpiece
5,2023.04.22,One of the best movies I've ever seen. You cannot miss this one.
3,2023.04.14,"Good, but overrated. Didn't deserve best picture, Jo Jo Rabbit was better"
2.5,2023.04.10,Well it's Oscar nominated so that means it's sht. So average that you want to scream. Don't pay money for it but watch it so you can say you did.
4,2023.04.03,Trump brought me here. Im not into reading subtitles but have no regrets watching this well deserved Oscar worthy
3.5,2023.04.01,"It's good, but I do not know if I like it. Not sure how I feel about this, it's very simbolic and has something to say and it's an incredible thing but I don't dig it, don't know how to explain it too."
3.5,2023.04.01,"Overrated is the operative word. This is a year that gave us Once Upon a Time in Hollywood, 1917, JoJo Rabbit, all of which I believe were far stronger accomplishments. Regardless of that, this is a good film, at times very good, but there's nothing that merits the hoopla other than a foreign film being the the esoteric darling of that year's Hollywood cultural mentality about cultural mentalities. Parasite isn't worth vaccinating against, but its overactive accolades were a bit pestilential."
5,2023.03.28,"Awesome. There are no good guys or bad guys. Everyone is equally Parasite & equally Host. Quite brilliant on nearly every level from story to humor to thriller elements to acting to cinematic craft. I didn't expect to like this movie, yet once it was finished exclaimed, ""that might be the best movie I've ever seen."" Do not go into it with those type of expectations & avoid knowing too much about it beforehand. It's great movie & one of my favorites."
4.5,2023.03.22,This is an intense movie. It's almost like 2 genres in one.
1,2023.03.20,Best picture? Good grief. Bleh.
5,2023.03.15,"Hands down, one of my top 5 movies of all time."
5,2023.03.12,"In a world of cgi superhero rubbish, this stands out as one of the best films of modern cinema"
5,2023.03.06,"If any creation is able to make an unforgettable imprint of what needs changing in this world, that production has fully achieved it's purpose. Through precise acting by the cast the movie imposingly justifies the desperation of the neglected. A well written story with imaginativeness of the highest quality. Excellent visual effects and use of colour tones to portray the decaying of the society's core. Excellent design of characters capturing many traits of personalities. There's alot to gather from this movie and what's truly interesting when it's viewers turn to decide who the real parasites of the society are."
4.5,2023.02.27,"If you're one of those spectators that do not have any problem reading the subtitles, you'd find out a well acted, crafted, edited, movie with a surprise twist worth of the academy award."
3,2023.02.18,"It was OK. Not too interesting, the whole movie I was waiting for something to happen"
4.5,2023.02.18,I thought this movie was fantastic. A human story of class tragedy and horror.
5,2023.02.16,"A masterpiece in filmmaking. Parasite is a thrill ride, never revealing where it's truly going until the bitter, pulse-pounding end."
5,2023.02.14,Probably going down as a classic
5,2023.02.07,I can't even explain
5,2023.02.04,"Loved every aspect of this movie, appreciate that the story is well-written and has a solid premise. You can tell that a lot of work went into making this film. Both the acting and the cinematography were excellent.  Contains many lovely symbolisms and touches on issues such as wealth and inequality. There is just so much about this movie that I enjoy."
5,2023.02.01,"Great film and story with amazing shots! Also, one of the best endings I've ever seen!"
5,2023.01.14,Watched this in theaters great from start to end
4.5,2022.12.24,"When I first viewed ""Parasite"" I thought it to be wildly overrated. But upon my second viewing I absorb the storyline much better. Maybe I was in a better frame of mine. Parasite joins my top 10 movies of the 21st century, along with ""Children of Men,"" ""The Two Towers,"" ""Judas and the Black Messiah,"" ""Top Gun: Maverick,"" ""Casino Royale,"" ""The Incredibles."" ""Carol,"" ""Get Out,"" and ""Don't Look Up."" ""Soul"" moved to number 11."
5,2022.11.27,"The director of the film knows what he is doing. In addition to addressing social issues, he manages to create really important characters and an ingenious and simply amazing plot, which leaves the viewer more and more suffocated and involved in the story. The film is perfect, in my opinion."
5,2022.11.27,"The best movie ever made, especially internationally! With the best acting ever by an ensemble! Plus, the best directing from Joon-ho Bong! Also, the best movie screenplay ever written! As well as the best editing ever done in a movie! And the best production design ever made in a movie!"
5,2022.11.14,"With a brilliant mix of genres, Parasite manages to touch, surprise, frighten and chuckle with flawless acting, immaculate cinematography and a deeply enthralling story that honors its audience proving Bong Joon-ho's masterful command in the art of filmmaking."
5,2022.11.13,"This is one of my favorite movies and I'm often hard to impress. Today, I watched this movie and had no idea what to expect. It was a twisted, hilarious masterpiece of cinema. It had my heart beating. I was on the edge of my seat the entire movie. Anyone who's a movie geek like me has to watch this."
2,2022.10.28,"A tedious mediocrity for a so called ""masterpiece"", Parasite is one of those movies you go into expecting a walk on the red carpet experience especially for a Critic Apprentice like me none of over sort happened and snacks were not provided so I had to begrudgingly hark over $20 for a popcorn. Surely this couldn't get any worse but as the light went dim and the projector starting whirling I stared in pure baffling awe as the movie wasn't even in English no seriously who would have left such a grave technical error in the final product. I had to squint and read the tiny text at the bottom surely damped my mood. This movie was only made to hate on rich people which is insensitive because they are only using the fruits of their labor to live their everyday lives. I find it Ironic that these ""top critics"" shower this movie with praise when they themselves are money hungry worms, how upsetting.,"
5,2022.10.22,A breathtaking and different film from South Korean cinema about the class gap...
4.5,2022.10.19,"La trama es interesante, muy disfrutable, la escenografía perfecta, buenas fotografías, actuación excelente. Aunque el final se siente un poco sobre expuesto y apresurado."
5,2022.10.11,"Director Bong Joon Ho has always been preoccupied with socioeconomic disparity, but he takes it to an entirely different level with Parasite. When the impoverished Kim family cleverly inserts itself into the wealthy Park family, life for both families spirals out of control, resulting in unimaginable chaos and horror. Parasite is a film truly unlike any other, an ingeniously plotted nightmare that works as both an art film and entertainment for the masses. Bong Joon Ho, a master of visuals, frames and blocks every shot meticulously. Humor is perfectly balanced with suspense, all while remaining faithful to his theme. Parasite is one of the best films of the 21st century, if not the best."
5,2022.09.23,"Tenso e intrigante, o filme me surpreendeu. super recomendo"
5,2022.09.21,Um dos melhores filmes de todos os tempos.
5,2022.09.13,One of the most original movie I’ve seen in a long time. The Oscar was well deserved
3.5,2022.09.11,This movie was entertaining through out and kept me engaged from beginning to end. My favorite Bong Jooh-ho film and in my opinion his best to date. It still has its faults and seems a bit preachy at times but I still really liked/enjoyed the movie.
4.5,2022.09.06,a very good but not absolutely incredible movie. uses symbolism the most very well. very good storytelling through visuals
2.5,2022.09.05,"Among movies that will be in the running for the Oscars 2020, the most interesting is the achievement of Korean director Bong Joon-Hu, not because of some special quality and originality, but because of the marked overestimation given to him by both lay audiences and from modern critics. Please note that the writer of these lines is not one of the experts of Korean films, nor was he ever interested in being one. On the other hand, Bong Joon-Hu became an international creator with his excellent Snowpiercer from 2013, so the criteria should be in line with that fact. The film is at first indisputably interesting to watch, drinkable, extraordinarily driven. It is placed between comedy, drama and thriller, intelligently refusing to classify itself, as well as engaging in a deeper understanding of social problems, avoiding to take sides with either of the two families portrayed in the film from the two ends of the social ladder, so that it cleverly made the culmination as interesting as possible. It will undoubtedly be awarded with some Oscars, except for acting, because there is no reason for that. But there is also no reason to emphasize the over-originality of the story itself, ie. screenplay, because the critics seem to have forgotten the masterpiece of the 1964 French director and screenwriter Rene Clement's ""Joy House"" (aka ""The Cage of Love"") with Alain Delon and Jane Fonda. The main thrust of Joon-Hu's film is taken from the title, with the motives and plot of the love affair being transferred to the social sphere, which of course is so modern today, but in that case it is somewhat hypocritical not to give a simultaneous and deeper analysis, for the sake of mere viewability and commercial reasons. Also, in addition to the many other banalities used in the plot, communicating with the Morse Code as presented in the film could also include it in science fiction genre. Since Hollywood has not been bothered by originality before (just remember the ""contribution"" in directing of the 2015 award-winning plagiarism ""The Revenant""), there is no reason not to repeat the situation again this year."
4.5,2022.09.03,"shocking to see so many korean actors in a korean film of course, where's your diversity ? The film was very good with interesting social commentary, but I did find it a little absurd in places and the ending wasn't for me"
4.5,2022.09.02,"This is a tense and somewhat unsettling film, which is thrilling and claustrophobic at times. Its certainly a multi-layered plot that builds up slowly. I wouldn't want to say anymore so as not to provide any potential spoilers. Its not clear from the start what's going to happen and it's a film that's likely enjoyed more if you don't have too many pre-conceptions. Its certainly quite a memorable film. I wouldn't say it's the most thought provoking film I've ever seen by any means but it is pretty thoughtful, in terms of the general societal themes covered. I would certainly recommend it if your keen on world cinema and like to watch films that keep you guessing."
5,2022.08.29,"Der Film ist eine Mischung von Schauspiel, Thriller, Gleichnis, Posse, Karikatur und Komödie. Und spielt das soziale Ungleichgewicht in Süd-Korea und sogleich der Welt an. Bong Joon-ho schrieb das Drehbuch mit Han Jin-won, und sogleich führte auch Bong Joon-ho die Regie. Der Film ist perfekt inszeniert, er ist mit spürbarer Liebe ausgestattet, und mit Können gestaltet. Selbst die Filmmusik ist mit Modernen und Klassischen Elementen bestückt. Für mich ist der Film mit seinen Darstellern in aller Hinsicht Perfekt und des Lobes würdig, ein Genuss für die Augen und für die Ohren."
4,2022.08.17,"Filme legal pra caralho, gostei de como a família conseguiu os empregos com a família rica, e gostei do mini plot twist no final do filme, só achei o ruim a garota de morrido com uma facada só, e o garoto ter ficado vivo por causa da pedrada na cabeça, mas acho que a garota era para ficar viva no filme. Mas de resto, eu recomendo muito esse filme, vale a pena assistir, mas não sei se merecia o Oscar."
5,2022.08.15,One of the best movies I’ve ever seen.
5,2022.08.15,"A haunting pitch black comedy that thoroughly skewers the dog eat dog world of capitalism. It leaves you feeling lost in the fog of who the real parasite is: the poor who must violently contend against each other and fight dirty for a chance to suckle off the teat of the rich, or the rich who are infantilized by their own wealth into a selfish helplessness on which they survive off the labors of those they keep in destitution. The twists kept me on the edge of my seat, while the dark humor rubbed salt in my wounds. All of this brings you to an ending so bleak, it highlights the faults in a system where the only way to live is without direction, as any plan is folly in the face of where you are born under capitalism."
1.5,2022.08.14,"Parasite is like a Boeing 777 taking off vertically, soaring high, losing velocity, and falling to earth in a raging fireball. In other words, I've seldom been so impressed by the first 3 acts of a movie, or so let down by the last 2. What makes the movie initially so charming is the crisp, fairy-tale structure of the plot, offering glimmers of hope that maybe, just maybe, filmmakers have rediscovered the art of storytelling. The Kim family's takeover of a palatial hillside home, or at least the downstairs bit, is a joy to behold. It follows relentless patterns of connivance and insinuation, as when the old housekeeper is let go for seeming to stain a handkerchief with tubercular blood. No problem: Mrs. Kim, with a helpful reference from a daughter posing as an ""art therapist,"" is right on hand to fill the spot. Despite the folktale vibe, there's plenty of nuance too. We are not invited to simply pity the destitute Kims or to despise the complacent Parks. Somewhere midway through, Mr. Kim shares his life's store of wisdom with his son: planning things out is a waste of time, and whatever happens, happens. What can you do? With such a patriarch, it's not hard to see how the Kims have made themselves desperately poor. Equally reprehensible is the Kims' outlook toward the Parks, whom they dehumanize as gullible marks. Meanwhile, the Parks are presented as clean, organized, and essentially decent. Mrs. Park, despite her emotional imbalance, is particularly winsome, and you flinch when the Kims call her an idiot behind her back. Unfortunately, all of this nuance is lost by the end. Other reviews have pointed out the richly metaphorical nature of the movie, but I would add that the metaphors fall like a rain of bricks. In seeing Mr. Kim, hired as a chauffeur, forced to don an Indian headdress for a birthday party, we are to associate him with the oppressed peoples of the world. In seeing his neighborhood flooded with sewage after heavy rains, we are to understand that the very structure of the world keeps him wallowing in filth. And when, while Mrs. Park is driven on a lengthy shopping tour, we see her feet stretched toward the front seat alongside Mr. Kim's face, we are to gather that he is at the family's mercy. This kind of ham-fistedness reveals the severe limits of socialist comprehension; it cannot really get at the human condition. When the story ends in a bloodbath, you know it's gone off the rails in a bad way. It's not merely the loss of structure or the conflation of genres that bothers me; it's the draining of expansiveness and humanity."
4.5,2022.08.11,"The direction, the cinematography and the visual messages in general are just incredible well-done. The story is perfectly constructed, making this both a really dynamic and deep film."
5,2022.08.08,"WOW! Easily one of the best films I've ever seen. A must watch. Its a comedy, drama, and thriller all roled into one. Amazing story telling and character development. If you haven't seen it, cancel your plans and watch it tonight."
3.5,2022.08.08,"good drama, lot's of symbolism, witch i love."
1,2022.08.07,A movie that glorifies stealing from and killing of honest folks. It worries me that this sad ultra-left fetish received such high praise.
5,2022.08.03,"The overall high level of quality is very apparent, the movie is excellently staged, shot and directed. The story also moves at a very efficient pace, it's fast but every scene adds to the story, and it slows down when it needs to. Parasite is truly gripping, partially due to its structure, and it uses both humor, and tension expertly. The films message is clearly conveyed, not only through the characters and their actions, but also very much through the cinematography. There are some nice dichotomies that separate rich and poor – light and dark, clean and dirty, and high and low."
4,2022.07.17,"8.4 - Seamless transitions from light hearted comedy to tragic, real moments. Great use of metaphor but not my best picture of the year"
5,2022.07.16,"Parasite is one of the few movies you will find where I don't have a single critique to give. From start to finish the experience keeps you hooked with an innovative plot that was acted perfectly by the cast. It's well deserving of its acclaim and deserves your attention for one sitting, without a doubt one of the best films, not just of 2019, but to ever be created. Bravo Bong Joon Ho, bravo"
2.5,2022.07.11,"5.0/10 — ""Poor""/""Inferior""/""Amateurish"" -(Seen on 7/10/22)"
5,2022.06.28,"La película perfecta para cerrar la década. Esta joya de suspenso y comedia negra surcoreana dirigida por el casi visionario Bong Joon-ho, es más que solo la mejor película de 2019, es un fenómeno sensacional de la industria. Saltando de un género al otro, ""Parasite"" (2019) realmente sorprende con su inteligente humor, reflexión ante los temas de interacciones y clases sociales, y dándole una vuelta de tuerca a la trama un par de veces. Las emociones de la película adoptan nuevos grados de intensidad por minuto (el pulso cardiaco también), apoyando todos los géneros que representa, así como paralelamente los temas preocupantes que hay en su escena. Sus numerosas nominaciones a los Óscar aseguran su título como futuro clásico, principalmente por el logro de ser la primera película de idioma no ingles que gana el premio a Mejor Película. Este es un tipo bienvenido de parásito que no se va de mi cabeza, y creo que muchas personas que la vieron van a estar de acuerdo al respecto."
5,2022.06.25,"I sat down to watch this movie with my dad, who has poor eyesight, can't read subtitles very quickly, and usually falls asleep halfway through movies. He was riveted throughout the whole movie. The plot is so satisfying and suspenseful. The climax was upsetting and really made me think. There is so much to analyze about this movie. The ending was so perfect too."
5,2022.06.24,"With a brilliant mix of genres, Parasite manages to touch, surprise, frighten and chuckle with flawless acting, immaculate cinematography and a deeply enthralling story that honors its audience proving Bong Joon-ho's masterful command in the art of filmmaking."
2,2022.06.21,"This is a mediocre movie. I didn't enjoy it at all—it was just weird. Not funny, and not satisfying. Very violent. Worst Best Picture winner I have ever seen by far."
5,2022.06.18,"""Parasite"" captures you from start to finish. It's engaging, thought-provoking with its premise, captivating with its performances and music score, and somehow manages to handle the tones of humour, drama, mystery, thriller suspense without them conflicting, all wrapped into one film. One of the best of the decade, and a well-deserved Oscar win."
2.5,2022.06.15,"What an interesting movie. I don't really know what to think of it, to be honest, that's why I gave it a 2.5 out of 5. It had an interesting plot at the beginning with them all taking over the house but it began to get gruesome and weird towards the end. The ending was just crazy. I don't know if I would recommend this movie or if it is as great as everyone makes it out to be."
4.5,2022.06.13,A masterwork in storytelling and shifting tones.
2,2022.06.11,I don't often disagree with Mark Kermode but I found this a big disappointment.
4.5,2022.06.10,One of my favorite non-English films with witty writing and amazing performances. Story is great as well.
5,2022.05.31,simplesmente o melhor filme do ano dele.
5,2022.05.30,My favorite movie out there for sure. It has great pacing with an exciting genre combination and always keeps the audience on its toes with great symbolism and relevant themes.
4.5,2022.05.26,"Amazing portrayal of how human evilness manifests differently between social classes - while still featuring a riveting plot. Blends humor, suspense, and dark moments super well and transfers well to an American audience. Definitely deserved Best Picture."
5,2022.05.12,One of the best movies ever created
5,2022.05.06,"Outstanding Cinema. This is a much watch. It has all the ingredients of a classic film — humor, sadness, excitement, despair and hope. I'm not sure exactly who is the parasite though since the story does a great job of not turning any of its characters into a villain. Does a great job of displaying the contrast between abject poverty and extreme wealth and how classism plays out and ends in tragedy."
5,2022.05.06,A brilliant film! Truly a masterpiece.
5,2022.05.04,"When I finished Parasite, I called my best friend. ""Have you seen this movie??"" I asked, to which he replied, ""No"". ""You NEED to see this movie"" I urged. There isn't much more to say. If you still haven't seen Parasite, you NEED to see it."
5,2022.05.01,"Amazing thriller, it will make you think what would happen next throughout the entire film and will still make you wonder what might have happened next even after film ends."
4.5,2022.05.01,"Full of surprises, humor, and social commentary, it ultimately ends with deep pathos. Nothing is what it seems, and it ends up being even more so. It seems fairly light and what will turn out to be more a caper than what it becomes, which is a hammer over the head. A very impressive film that will keep you thinking long after it's over. Deeply affecting."
5,2022.04.26,Best movie in a long time.
5,2022.04.25,"through dark humor, the film describes the incredible misery it can mean to be human. the rich are deviant from reality and the others are excluded from reality. the end shows that the hope of being human just like everyone else never disappears."
5,2022.04.23,"I loved this movie, it is one of my favorites. It is a movie with many metaphors, clear examples of social stratification, very interesting plots that will leave you amazed, very good cinematography and direction. A movie that has tributes and deserves them, if you are not a big fan of Asian cinema, I recommend this movie and I hope you like it :)"
5,2022.04.22,Absolutely phenomenal! I don’t usually like Best Picture winners or foreign movies (because of reading subtitles)…this movie is one of the best I’ve ever seen! HIGHLY RECOMMEND!
5,2022.04.21,"So f*cking good, must watch!"
5,2022.04.07,"Parasite is a visually and emotionally stunning experience like no other film and undeniably meets all the criteria in order to be called a masterpiece. Having won many awards at the 92nd Academy Awards like Best International Feature Film, this movie is an absolute gem because of its acting, cinematography, and its relatability. Based in Korea the greatest deceitful scheme yet of the Kim family begins to unravel in many unexpecting ways that leave the audience stunned. Parasite offers a wide range of talented actors that advanced the story overall, creating such believable families. The cinematography is award-winning that helps support the main theme through the use of its unbelievable camera angles and lighting. Its ability to relate to the audience is what truly grants this film a must-watch alongside its technical aspects. It's an insightful look into the universal idea of inequality among different classes of people that generally affects everyone globally. All these fundamental elements artfully woven together give the impression of an entirely new movie experience, which makes it stand above the rest."
0.5,2022.04.04,"This is one of the worst moves I have ever seen. It's boring, and the premise is ridiculous. I read a whole bunch of reviews to try to find out what I was missing. The reviews made no sense. This is an example of a movie people think they're supposed to like so they do."
3,2022.03.31,Nothing attractive about anyone in this movie
0.5,2022.03.30,"NUNCA UM FILME COM TANTO DEFEITO, UMA MERDA, UM MONTE DE XING LING JUNTO N TEM COMO FICAR BOM, SEM AÇAO, SEM LUTA E SANGUE, FICAR TRES HORAS OUVINDO CHANFRRFFMVOEM, SIMPLEMENTE O PIOR FILME Q EU JA VI."
5,2022.03.22,"Not only that Bong Joon-Ho's Parasite delivered in terms of telling a very well crafted story and theme, it also delivers compelling characters that were well performed by its cast."
5,2022.03.13,One of the greatest movies of all time. Beautiful all the way through
5,2022.03.13,"Eu ainda preciso encontrar as palavras pra redigir melhor, porém, esse é o meu estilo de filmes Thriller."
0.5,2022.03.12,"Oh terrific! Thank you so much for making me depressed! That's just what I wanted in a movie. I'm sure I was the last person on Earth to watch this movie, but if there's another out there reading this: skip this terribly sad movie and be thankful you never had to realize how terrible our planet is."
5,2022.03.12,This movie is brilliant. I don't even know what to say.
1,2022.03.12,"Absolute bs, don't know what all the fuss is about."
2.5,2022.03.07,"Very much hyped up in my opinion, few thrilling moments but it was hard to understand some of the character choices"
4,2022.03.06,"Piękny, niepokojący, bardzo wciągający, treściwy, smutny. Zakończenie w połowie super, w połowie całkiem z dupy"
3.5,2022.02.27,"Entertaining *dark* scatterbrain comedy, that goes off waaay into the weeds at the 3/4 mark. Works, makes sense - you root for the Kim's - until the bizarre events of toward the end. Those choices seem somewhat contrived, and out of character for characters that have repeatedly demonstrated themselves as bright, and capable of 'passing for hardworking smarter-than-everyone-else competent people', for extended periods of time to get and keep their target jobs. Truthfully though, this dichotomy does create a substantial mismatch with the early depiction of them as substantially lazy, intoxicated underachievers, that can't consistently even fold boxes with any consistency, who suddenly and miraculously pull 'smart choices', and super-spy-level skills and talents out of seeming 'nowhere'. I think it misses somewhat in the 'capitalism is the problem' angle, widely pitched, as the Kims are clearly very capable and motivated, and can achieve amazing things, when they apply themselves, but seem to have arrived at their semi-basement apartment - and their lifestyle of sitting around folding pizza boxes - through utter lack of motivation and rampant inertia. Recommended, just not as satisfying as I'd hoped."
5,2022.02.25,"Its triumph at the Oscars didn't surprise me that much: this movie is simply amazing! You have to watch it at different times in order to get all its cryptic messages. Plot, storytelling, screenplay, shots, and dialogues need to be deeply studied. A flawless masterpiece from South Korea! Highly recommended! My rating: 10/10"
5,2022.02.24,"Superbly developed storytelling with real edge of the seat tension and unexpected plot turns. It's a long film, but the time flies by as you are drawn in to this masterpiece. Don't miss it!"
5,2022.02.23,Must watch Must watch Must watch Must watch Must watch Must watch Must watch Must watch Must watch Must watch Must watch Must watch!
5,2022.02.23,"It's no wonder this film won Best Film of the Year. It is quite honestly one of the most perfect movies I've ever seen. Three very defined acts with three very different purposes. The third act is easily the most entrancing 30-45 minutes of a film I've ever seen. Things begin to change, and they change quickly. I'm not trying to say too much because I don't want to spoil ANYTHING Parasite has the greatest ending I've ever seen in a film. And that's genuine. Seriously, no words. This review has taken so long to write and this is all I got. MUST. SEE. FILM."
4.5,2022.02.17,Disturbing but brilliant
2.5,2022.02.15,"It was shot well, but it didn't have a good story or ending. I wouldn't want to watch it again. It also could have been a lot shorter."
4,2022.02.13,Very good! Even if you don't care for whatever message about inequality the movie may or may not have.
2.5,2022.02.07,"Entertaining and touches on some interesting themes, but the tone shifts wildly throughout the movie and elements of the plot make no sense."
4.5,2022.02.01,"This is a very accomplished, unique piece of cinema. I did not expect to like it as much as I did."
3.5,2022.01.30,"I didn't like this movie that much, but the ending is totally brilliant"
3.5,2022.01.29,"I loved the first half! it really captured me and wow is the photography brilliant. However I didn't like the second half as much, it got a bit too dark and it made me feel bad."
5,2022.01.28,La mejor película que he visto en mi vida!! Todo es excelente!!
0.5,2022.01.27,"Absolutely apallingly bad. One of only three movies I was unable to watch to the end, I was so boredIi had to walk away and had to pick up where I left off several days later. It's hard to decide upon which area lets this movie down the most, directing, acting, writing or cinematography, they all vie for the title. Low brow, hackneyed and predictable, this was just awful."
5,2022.01.27,Best movie of all time
5,2022.01.25,"Thrill knows no language. My stomach was in a knot the entire film from start to finish, from the dark comedic beginning to its masterful pivot into horror and suspense at the midpoint. Parasite is a masterpiece and well-deserving of its status as Best Picture."
5,2022.01.21,"As brilliant a film on my fifth viewing as it was on my first. Unforgettable, unique and well deserving of the praise and awards it has received since it premiered at Cannes over 2 years ago. Don't let subtitles influence your decision to skip this film: you will regret it."
4.5,2022.01.18,This Movie was Wild. I am usually not a fan of subtitles but this movie was fantastic. if you are up for a mind game that is somehow relatable and realistic. with a Tarantino twist and ode with a gruesome ending to the movie- simply leaves you with your jaw dropped. Wasn't sure what to expect with this movie. with the right kind of suspense and curiosity this movie was solid! would recommend.
4,2022.01.17,"Parasite deserves its awards. It's unique, refreshing and innovative. It is well-paced and well-acted. It would make you laugh with its witty plot and dialogues. At the same time, it will shock you with some grueling scenes. A brilliantly executed con movie. It's the first foreign-language movie to win Best Picture at the Oscars, so it's bound to inspire and encourage more film makers around the world."
5,2022.01.15,"a solid film with amazing cinematography! The actors were beyond exceptional and the story's plot moves from comedy to thriller, and underneath all the excitement, the film highlights important messages about society, class, and the human experience. For more check out my WordPress blog! https://wordpress.com/posts/expressourworld.wordpress.com"
2,2022.01.14,"Disturbing. That's the first word that comes to mind. I appreciate disturbing movies when they teach me something or make me reflect but honestly I don't get why so much fuss about this one. I see the point about it highlighting the inequalities between rich and poor people and the fact that poor people would go to some length to improve their status but I didn't find that there was anything deeper than that. Perhaps some of the images slightly symbolical, ie. poor people living in the basement below the rich and the family's dad killing a bug (ie. 'parasite') at the start, but that's the easiest kind of symbols one can come up with. I totally don't get the fuss. What am I missing?"
5,2022.01.10,"Bong Joon-ho keeps stepping up his game with every movie he directs: The Host (2006), Snowpiercer (2013), Okja (2017). And now the Palme d'Or winning movie: Parasite (2019). This movie contains wonderful pacing. It is a slow cooker with an explosive face-off in the final act. The humor scattered throughout the story is a perfect way to ease the tension before the characters cannot stand it anymore."
4,2022.01.02,Oscar-winning Korean thriller which subtly but sharply critiques the societal class divide between rich and poor. Worthy Oscar winner that is thrilling and funny at the same time without losing face.
5,2022.01.02,It's really that good.
4,2022.01.02,"Fan f***ing tastic. It was very slow and I found myself wanting it to end, but the final 20 minutes paid off superbly. I definitely think it's worth the Oscar; it delivers a powerful message in an original way. Point docked for American Indigenous stereotyping :/"
5,2021.12.21,An absolute original in every sense of the word!
5,2021.12.11,"Summary: Ki-woo's parents are unemployed and trying to make ends meet. After his friend refers him to an affluent family seeking a tutor, Ki-woo tells a white lie about his qualifications and lands the job. Pretty soon, his family members are conveniently landing jobs as well! Takeaways: A unique thriller that left my heart racing, but for different reasons than most films. Fascinating characters + white lies = eerie fates. P.S. Don't let the Korean language dissuade you. Reading the subtitles doesn't take away the suspense or strangeness of the film."
3.5,2021.12.09,Strange little movie but enjoyable. Well acted .
5,2021.12.04,"It takes the orignal plot and turns it on it's head, and I loved the way it worked giving a great message and keeping us engaged."
5,2021.12.03,"amazingly metaphorical, top tier cinematography, top tier acting, literally life changing, probably one of the best movies of all time"
5,2021.12.02,The best Korean movie.
5,2021.11.30,"South Korea has an answer for M. Night Shyamalan. That answer is Bong Joon-ho. Bong Joon-ho and his masterpiece Parasite has so much nuance moments in the film especially with the tone shifts. What I loved the most about the tone shift in this film was when the doorbell rang, the main characters get into deeper trouble then they thought with a hint of a twist. The music is beautiful, the writing is brilliant, and the intense scenes during the climax are just miraculous. Parasite is such an extraordinary that will be talked about for years to come."
2,2021.11.27,Didn't really udnerstand the ending or why the father did what he did. Odd movie.
5,2021.11.25,"Too little can be added to talk about this film, so I'll just reaffirm what we've heard millions of times: ""Parasite"" is a masterpiece wih no comparison."
3.5,2021.11.21,"Warning: SPOILERS It's possible that I watched this movie with my expectations too high. The way most critics wrote about this movie I was literally expecting something mind blowing. Well… it was…good. The first hour or so was really barely okay. This involved the poor family infiltrating the rich family by taking over the servants' jobs. Honestly, I normally wouldn't have made it through that first hour, but surely SOMETHING mind blowing was coming right? Well, not really. The rest of the movie was quite gripping at times. I really felt for the father of the poor family when he murdered the father of the rich family. That was Avery powerful scene. So add up a barely mediocre first half with a really good, but not great second half, and.., I don't get it? Is there something I'm missing here?"
5,2021.11.13,"Brilliant, amazing premise and execution, incredible immersive direction, cinematography, and editing. One of my favourite movies for this decade."
5,2021.11.08,10/10 If there was ever gonna be a perfect movie this is definitely in that conversation.
4.5,2021.11.07,"The movie offered an insight to the class divide that exists throughout society within South Korea, although it could be applied to the U.S as well. The conflict between the rich and the poor culminate into a dramatic climax that leaves one wondering how two different worlds can coexist."
3.5,2021.11.05,Pretty disturbing… and funny… kept me on the edge of my seat.
5,2021.10.26,"Pure genius in story, directing, and pacing. Shifts between tones seamlessly and completely captivates the viewer during and after its runtime. It’s message is poignantly told, and let’s the viewer interpret its meaning without slapping you over the head with it. A masterpiece."
5,2021.10.25,Hands down the best movie of the year. I wish I could see it for the first time every month.
3.5,2021.10.24,"While it was good, I didn't find it incredible enough to win the Academy Award. The last half hour or so was uninteresting and a drag."
5,2021.10.16,"Excelente película, una cinta totalmente merecedora ganadora de todos los premios que recibió. No estaba seguro de qué esperar, pero la trama, los giros, la reflexión ante los temas de interacción entre clases sociales, la fotografía, su mensaje final, la dirección, las actuaciones; todo es excelente. También tiene algunos toques de humor muy bien implementados. En conjunto toda la película es muy entretenida por lo que es muy fácil de ver y no te vas a aburrir para nada. Me gusta que es original y mezcla varios géneros diferentes. No entra en ningún molde, si bien hace guiños a películas clásicas, me parece muy original. En conclusión, una excelente película que creo yo todos deberían ver porque es genial y su final te termina impactando. Muy recomendada."
1.5,2021.10.15,"The movie itself is terrible. The story is terrible and doesn't make sense. But the main thing is it's not a movie, it's an artistic piece detailing the separation between the rich and the poor."
5,2021.10.13,THIS MOVIE IS A MASTERPIECE !!!!!
5,2021.10.09,Beautifully layered story about the horrors of our de facto class system.
3.5,2021.10.06,"Good movie. Love to see that Korean movies are becoming mainstream. Little boring sometimes, but overall is pretty good."
5,2021.10.06,Masterpiece. A must-watch for any film connoisseur.
5,2021.10.04,"Revisiting this movie after Squid Game. While the two have no relation, I can't help but pair them together. They both reflect the harsh reality of social hierarchy, loan sharks, financial instability, and the filthy rich. Combinations which, as we see in both Parasite and Squid Game, lead to utter chaos."
5,2021.09.30,A masterpiece of original filmmaking.
5,2021.09.24,"Best movie of 2019 and the best Non-English movie ever made. Even though it can be hard to focus on the subtitles and the movie at the same time, it never fails to serve one of the best cinematic experiences ever."
